5 , 27887  lxpanel , restart_syscall(<... resuming interrupted poll ...>) = 0
509 , 27887  lxpanel , recvmsg(3<UNIX:[92285->90870]>, 0x7fffbdfab180, 0) = -1 EAGAIN (Resource temporarily unavailable)
510 , 27887  lxpanel , poll([{fd=3<UNIX:[92285->90870]>, events=POLLIN|POLLOUT}], 1, -1) = 1 ([{fd=3, revents=POLLOUT}])
511 , 27887  lxpanel , writev(3<UNIX:[92285->90870]>, [{"&\0\2\0\370\0 \1", 8}, {NULL, 0}, {"", 0}], 3) = 8
512 , 27887  lxpanel , poll([{fd=3<UNIX:[92285->90870]>, events=POLLIN}], 1, -1) = 1 ([{fd=3, revents=POLLIN}])
513 , 27887  lxpanel , recvmsg(3<UNIX:[92285->90870]>, {msg_name(0)=NULL, msg_iov(1)=[{"\1\1\365\366\0\0\0\0%\2\0\0\0\0\0\0\10\0\364\2\6\0I\1\0\0\0\0\0\0\0\0", 4096}], msg_controllen=0, msg_flags=0}, 0) = 32
514 , 27887  lxpanel , recvmsg(3<UNIX:[92285->90870]>, 0x7fffbdfaaff0, 0) = -1 EAGAIN (Resource temporarily unavailable)
515 , 27887  lxpanel , recvmsg(3<UNIX:[92285->90870]>, 0x7fffbdfaaff0, 0) = -1 EAGAIN (Resource temporarily unavailable)
516 , 27887  lxpanel , recvmsg(3<UNIX:[92285->90870]>, 0x7fffbdfab2d0, 0) = -1 EAGAIN (Resource temporarily unavailable)
517 , 27887  lxpanel , poll([{fd=3<UNIX:[92285->90870]>, events=POLLIN}, {fd=4<anon_inode:[eventfd]>, events=POLLIN}, {fd=9<UNIX:[92317->92318]>, events=POLLIN}], 3, 0) = 0 (Timeout)
518 , 27887  lxpanel , open("/proc/stat", O_RDONLY) = 12</proc/stat>
519 , 27887  lxpanel , fstat(12</proc/stat>, {st_mode=S_IFREG|0444, st_size=0, ...}) = 0
520 , 27887  lxpanel , read(12</proc/stat>, "cpu  41652 4412 86712 20393731 41329 0 2342 0 0 0\n"..., 1024) = 1024
521 , 27887  lxpanel , close(12</proc/stat>) = 0
522 , 27887  lxpanel , recvmsg(3<UNIX:[92285->90870]>, 0x7fffbdfab2d0, 0) = -1 EAGAIN (Resource temporarily unavailable)
523 , 27887  lxpanel , poll([{fd=3<UNIX:[92285->90870]>, events=POLLIN}, {fd=4<anon_inode:[eventfd]>, events=POLLIN}, {fd=9<UNIX:[92317->92318]>, events=POLLIN}], 3, 0) = 0 (Timeout)
524 , 27887  lxpanel , recvmsg(3<UNIX:[92285->90870]>, 0x7fffbdfa9e20, 0) = -1 EAGAIN (Resource temporarily unavailable)
525 , 27887  lxpanel , poll([{fd=3<UNIX:[92285->90870]>, events=POLLIN|POLLOUT}], 1, -1) = 1 ([{fd=3, revents=POLLOUT}])
526 , 27887  lxpanel , writev(3<UNIX:[92285->90870]>, [{"5\30\4\0.\337 \1\36\0 \1(\0\32\0007\0\7\0/\337 \1.\337 \1\0\5\1\0\1\0\0\0P\0 \1\0\0\0\0;\3\5\0/\337"..., 220}, {NULL, 0}, {"", 0}], 3) = 220
527 , 27887  lxpanel , recvmsg(3<UNIX:[92285->90870]>, {msg_name(0)=NULL, msg_iov(1)=[{"A\0\374\366.\337 \1\3\0\203\0A\0 \1\0\0\34\0\0\0\0\0\0\0\0\0\0\0\0\0", 4096}], msg_controllen=0, msg_flags=0}, 0) = 32
528 , 27887  lxpanel , recvmsg(3<UNIX:[92285->90870]>, 0x7fffbdfab2c0, 0) = -1 EAGAIN (Resource temporarily unavailable)
529 , 27887  lxpanel , poll([{fd=3<UNIX:[92285->90870]>, events=POLLIN}, {fd=4<anon_inode:[eventfd]>, events=POLLIN}, {fd=9<UNIX:[92317->92318]>, events=POLLIN}], 3, 0) = 0 (Timeout)
530 , 27887  lxpanel , recvmsg(3<UNIX:[92285->90870]>, 0x7fffbdfab1f0, 0) = -1 EAGAIN (Resource temporarily unavailable)
531 , 27887  lxpanel , recvmsg(3<UNIX:[92285->90870]>, 0x7fffbdfab2d0, 0) = -1 EAGAIN (Resource temporarily unavailable)
532 , 27887  lxpanel , poll([{fd=3<UNIX:[92285->90870]>, events=POLLIN}, {fd=4<anon_inode:[eventfd]>, events=POLLIN}, {fd=9<UNIX:[92317->92318]>, events=POLLIN}], 3, 1484) = 1 ([{fd=3, revents=POLLIN}])
533 , 27887  lxpanel , recvmsg(3<UNIX:[92285->90870]>, {msg_name(0)=NULL, msg_iov(1)=[{"\6\0\0\367\201\271+\6%\2\0\0\36\0 \1\0\0\0\0\r\0\360\2\r\0\n\0\0\0\1\0", 4096}], msg_controllen=0, msg_flags=0}, 0) = 32
534 , 27887  lxpanel , recvmsg(3<UNIX:[92285->90870]>, 0x7fffbdfab2f0, 0) = -1 EAGAIN (Resource temporarily unavailable)
535 , 27887  lxpanel , poll([{fd=3<UNIX:[92285->90870]>, events=POLLIN|POLLOUT}], 1, -1) = 1 ([{fd=3, revents=POLLOUT}])
536 , 27887  lxpanel , writev(3<UNIX:[92285->90870]>, [{"(\30\4\0\36\0 \1%\2\0\0\0\0\0\0", 16}, {NULL, 0}, {"", 0}], 3) = 16
537 , 27887  lxpanel , poll([{fd=3<UNIX:[92285->90870]>, events=POLLIN}], 1, -1) = 1 ([{fd=3, revents=POLLIN}])
538 , 27887  lxpanel , recvmsg(3<UNIX:[92285->90870]>, {msg_name(0)=NULL, msg_iov(1)=[{"\1\1\1\367\0\0\0\0\1\1\0\1\0\0\346\2\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0", 4096}], msg_controllen=0, msg_flags=0}, 0) = 32
539 , 27887  lxpanel , recvmsg(3<UNIX:[92285->90870]>, 0x7fffbdfab180, 0) = -1 EAGAIN (Resource temporarily unavailable)
540 , 27887  lxpanel , poll([{fd=3<UNIX:[92285->90870]>, events=POLLIN|POLLOUT}], 1, -1) = 1 ([{fd=3, revents=POLLOUT}])
541 , 27887  lxpanel , writev(3<UNIX:[92285->90870]>, [{"(\30\4\0\370\0 \1%\2\0\0\0\0\0\0", 16}, {NULL, 0}, {"", 0}], 3) = 16
542 , 27887  lxpanel , poll([{fd=3<UNIX:[92285->90870]>, events=POLLIN}], 1, -1) = 1 ([{fd=3, revents=POLLIN}])
543 , 27887  lxpanel , recvmsg(3<UNIX:[92285->90870]>, {msg_name(0)=NULL, msg_iov(1)=[{"\1\1\2\367\0\0\0\0\370\0 \1\2\0\253\1\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0", 4096}], msg_controllen=0, msg_flags=0}, 0) = 32
544 , 27887  lxpanel , recvmsg(3<UNIX:[92285->90870]>, 0x7fffbdfab180, 0) = -1 EAGAIN (Resource temporarily unavailable)
545 , 27887  lxpanel , recvmsg(3<UNIX:[92285->90870]>, 0x7fffbdfab180, 0) = -1 EAGAIN (Resource temporarily unavailable)
546 , 27887  lxpanel , poll([{fd=3<UNIX:[92285->90870]>, events=POLLIN|POLLOUT}], 1, -1) = 1 ([{fd=3, revents=POLLOUT}])
547 , 27887  lxpanel , writev(3<UNIX:[92285->90870]>, [{"&\30\2\0\370\0 \1", 8}, {NULL, 0}, {"", 0}], 3) = 8
548 , 27887  lxpanel , poll([{fd=3<UNIX:[92285->90870]>, events=POLLIN}], 1, -1) = 1 ([{fd=3, revents=POLLIN}])
549 , 27887  lxpanel , recvmsg(3<UNIX:[92285->90870]>, {msg_name(0)=NULL, msg_iov(1)=[{"\1\1\3\367\0\0\0\0%\2\0\0\0\0\0\0\r\0\360\2\v\0E\1\0\0\0\0\0\0\0\0", 4096}], msg_controllen=0, msg_flags=0}, 0) = 32
550 , 27887  lxpanel , recvmsg(3<UNIX:[92285->90870]>, 0x7fffbdfaaff0, 0) = -1 EAGAIN (Resource temporarily unavailable)
551 , 27887  lxpanel , recvmsg(3<UNIX:[92285->90870]>, 0x7fffbdfaaff0, 0) = -1 EAGAIN (Resource temporarily unavailable)
552 , 27887  lxpanel , recvmsg(3<UNIX:[92285->90870]>, 0x7fffbdfab2d0, 0) = -1 EAGAIN (Resource temporarily unavailable)
553 , 27887  lxpanel , poll([{fd=3<UNIX:[92285->90870]>, events=POLLIN}, {fd=4<anon_inode:[eventfd]>, events=POLLIN}, {fd=9<UNIX:[92317->92318]>, events=POLLIN}], 3, 1393) = 1 ([{fd=3, revents=POLLIN}])
554 , 27887  lxpanel , recvmsg(3<UNIX:[92285->90870]>, {msg_name(0)=NULL, msg_iov(1)=[{"\10\3\3\367\361\271+\6%\2\0\0\36\0 \1\0\0\0\0001\0\336\0021\0\370\377\0\0\0\2\7\3\3\367\361\271+\6%\2\0\0\370\0 \1\0\0"..., 4096}], msg_controllen=0, msg_flags=0}, 0) = 96
555 , 27887  lxpanel , recvmsg(3<UNIX:[92285->90870]>, 0x7fffbdfab2f0, 0) = -1 EAGAIN (Resource temporarily unavailable)
556 , 27887  lxpanel , poll([{fd=3<UNIX:[92285->90870]>, events=POLLIN}, {fd=4<anon_inode:[eventfd]>, events=POLLIN}, {fd=9<UNIX:[92317->92318]>, events=POLLIN}], 3, 0) = 0 (Timeout)
557 , 27887  lxpanel , poll([{fd=3<UNIX:[92285->90870]>, events=POLLIN}, {fd=4<anon_inode:[eventfd]>, events=POLLIN}, {fd=9<UNIX:[92317->92318]>, events=POLLIN}], 3, 0) = 0 (Timeout)
558 , 27887  lxpanel , poll([{fd=3<UNIX:[92285->90870]>, events=POLLIN}, {fd=4<anon_inode:[eventfd]>, events=POLLIN}, {fd=9<UNIX:[92317->92318]>, events=POLLIN}], 3, 0) = 0 (Timeout)
559 , 27887  lxpanel , poll([{fd=3<UNIX:[92285->90870]>, events=POLLIN}, {fd=4<anon_inode:[eventfd]>, events=POLLIN}, {fd=9<UNIX:[92317->92318]>, events=POLLIN}], 3, 0) = 0 (Timeout)
560 , 27887  lxpanel , poll([{fd=3<UNIX:[92285->90870]>, events=POLLIN}, {fd=4<anon_inode:[eventfd]>, events=POLLIN}, {fd=9<UNIX:[92317->92318]>, events=POLLIN}], 3, 0) = 0 (Timeout)
561 , 27887  lxpanel , poll([{fd=3<UNIX:[92285->90870]>, events=POLLIN}, {fd=4<anon_inode:[eventfd]>, events=POLLIN}, {fd=9<UNIX:[92317->92318]>, events=POLLIN}], 3, 0) = 0 (Timeout)
562 , 27887  lxpanel , poll([{fd=3<UNIX:[92285->90870]>, events=POLLIN}, {fd=4<anon_inode:[eventfd]>, events=POLLIN}, {fd=9<UNIX:[92317->92318]>, events=POLLIN}], 3, 0) = 0 (Timeout)
563 , 27887  lxpanel , poll([{fd=3<UNIX:[92285->90870]>, events=POLLIN|POLLOUT}], 1, -1) = 1 ([{fd=3, revents=POLLOUT}])
564 , 27887  lxpanel , writev(3<UNIX:[92285->90870]>, [{"\2\30\4\0\370\0 \1\0@\0\0\0\0\0\0", 16}, {NULL, 0}, {"", 0}], 3) = 16
565 , 27887  lxpanel , recvmsg(3<UNIX:[92285->90870]>, 0x7fffbdfab2d0, 0) = -1 EAGAIN (Resource temporarily unavailable)
566 , 27887  lxpanel , poll([{fd=3<UNIX:[92285->90870]>, events=POLLIN}, {fd=4<anon_inode:[eventfd]>, events=POLLIN}, {fd=9<UNIX:[92317->92318]>, events=POLLIN}], 3, 0) = 0 (Timeout)
567 , 27887  lxpanel , poll([{fd=3<UNIX:[92285->90870]>, events=POLLIN|POLLOUT}], 1, -1) = 1 ([{fd=3, revents=POLLOUT}])
568 , 27887  lxpanel , writev(3<UNIX:[92285->90870]>, [{"(\30\4\0\36\0 \1%\2\0\0\0\0\0\0", 16}, {NULL, 0}, {"", 0}], 3) = 16
569 , 27887  lxpanel , poll([{fd=3<UNIX:[92285->90870]>, events=POLLIN}], 1, -1) = 1 ([{fd=3, revents=POLLIN}])
570 , 27887  lxpanel , recvmsg(3<UNIX:[92285->90870]>, {msg_name(0)=NULL, msg_iov(1)=[{"\1\1\5\367\0\0\0\0\1\1\0\1\0\0\346\2\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0", 4096}], msg_controllen=0, msg_flags=0}, 0) = 32
571 , 27887  lxpanel , recvmsg(3<UNIX:[92285->90870]>, 0x7fffbdfaa8f0, 0) = -1 EAGAIN (Resource temporarily unavailable)
572 , 27887  lxpanel , recvmsg(3<UNIX:[92285->90870]>, 0x7fffbdfaa8f0, 0) = -1 EAGAIN (Resource temporarily unavailable)
573 , 27887  lxpanel , poll([{fd=3<UNIX:[92285->90870]>, events=POLLIN|POLLOUT}], 1, -1) = 1 ([{fd=3, revents=POLLOUT}])
574 , 27887  lxpanel , writev(3<UNIX:[92285->90870]>, [{"5\30\4\0000\337 \1\36\0 \1!\0\32\0007\0\7\0001\337 \0010\337 \1\0\5\1\0\1\0\0\0P\0 \1\0\0\0\0;\3\5\0001\337"..., 172}, {NULL, 0}, {"", 0}], 3) = 172
575 , 27887  lxpanel , poll([{fd=3<UNIX:[92285->90870]>, events=POLLIN}], 1, -1) = 1 ([{fd=3, revents=POLLIN}])
576 , 27887  lxpanel , recvmsg(3<UNIX:[92285->90870]>, {msg_name(0)=NULL, msg_iov(1)=[{"\1\2\17\367\0\0\0\0\4\0\340\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0", 4096}], msg_controllen=0, msg_flags=0}, 0) = 32
577 , 27887  lxpanel , recvmsg(3<UNIX:[92285->90870]>, 0x7fffbdfaa310, 0) = -1 EAGAIN (Resource temporarily unavailable)
578 , 27887  lxpanel , recvmsg(3<UNIX:[92285->90870]>, 0x7fffbdfaa310, 0) = -1 EAGAIN (Resource temporarily unavailable)
579 , 27887  lxpanel , poll([{fd=3<UNIX:[92285->90870]>, events=POLLIN|POLLOUT}], 1, -1) = 1 ([{fd=3, revents=POLLOUT}])
580 , 27887  lxpanel , writev(3<UNIX:[92285->90870]>, [{"\214\10\t\0\3\337 \0011\0 \0012\0 \0012\337 \1\0\0\0\0\0\0\0\0\0\0\1\0!\0\30\0;\3\5\0003\0 \1\0\0\0\0\2\0"..., 740}, {NULL, 0}, {"", 0}], 3) = 740
581 , 27887  lxpanel , recvmsg(3<UNIX:[92285->90870]>, 0x7fffbdfab2c0, 0) = -1 EAGAIN (Resource temporarily unavailable)
582 , 27887  lxpanel , recvmsg(3<UNIX:[92285->90870]>, 0x7fffbdfab2d0, 0) = -1 EAGAIN (Resource temporarily unavailable)
583 , 27887  lxpanel , poll([{fd=3<UNIX:[92285->90870]>, events=POLLIN}, {fd=4<anon_inode:[eventfd]>, events=POLLIN}, {fd=9<UNIX:[92317->92318]>, events=POLLIN}], 3, 0) = 0 (Timeout)
584 , 27887  lxpanel , recvmsg(3<UNIX:[92285->90870]>, 0x7fffbdfab2d0, 0) = -1 EAGAIN (Resource temporarily unavailable)
585 , 27887  lxpanel , poll([{fd=3<UNIX:[92285->90870]>, events=POLLIN}, {fd=4<anon_inode:[eventfd]>, events=POLLIN}, {fd=9<UNIX:[92317->92318]>, events=POLLIN}], 3, 0) = 0 (Timeout)
586 , 27887  lxpanel , recvmsg(3<UNIX:[92285->90870]>, 0x7fffbdfab2d0, 0) = -1 EAGAIN (Resource temporarily unavailable)
587 , 27887  lxpanel , poll([{fd=3<UNIX:[92285->90870]>, events=POLLIN}, {fd=4<anon_inode:[eventfd]>, events=POLLIN}, {fd=9<UNIX:[92317->92318]>, events=POLLIN}], 3, 477) = 1 ([{fd=3, revents=POLLIN}])
588 , 27887  lxpanel , recvmsg(3<UNIX:[92285->90870]>, {msg_name(0)=NULL, msg_iov(1)=[{"\6\0-\367Y\272+\6%\2\0\0\370\0 \1\0\0\0\0E\0\331\2C\0.\1\0\0\1\0", 4096}], msg_controllen=0, msg_flags=0}, 0) = 32
589 , 27887  lxpanel , recvmsg(3<UNIX:[92285->90870]>, 0x7fffbdfab2f0, 0) = -1 EAGAIN (Resource temporarily unavailable)
590 , 27887  lxpanel , recvmsg(3<UNIX:[92285->90870]>, 0x7fffbdfab2d0, 0) = -1 EAGAIN (Resource temporarily unavailable)
591 , 27887  lxpanel , poll([{fd=3<UNIX:[92285->90870]>, events=POLLIN}, {fd=4<anon_inode:[eventfd]>, events=POLLIN}, {fd=9<UNIX:[92317->92318]>, events=POLLIN}], 3, 500) = 1 ([{fd=3, revents=POLLIN}])
592 , 27887  lxpanel , recvmsg(3<UNIX:[92285->90870]>, {msg_name(0)=NULL, msg_iov(1)=[{"\6\0-\367\311\272+\6%\2\0\0\370\0 \1\0\0\0\0M\0\327\2K\0,\1\0\0\1\0", 4096}], msg_controllen=0, msg_flags=0}, 0) = 32
593 , 27887  lxpanel , recvmsg(3<UNIX:[92285->90870]>, 0x7fffbdfab2f0, 0) = -1 EAGAIN (Resource temporarily unavailable)
594 , 27887  lxpanel , recvmsg(3<UNIX:[92285->90870]>, 0x7fffbdfab2d0, 0) = -1 EAGAIN (Resource temporarily unavailable)
595 , 27887  lxpanel , poll([{fd=3<UNIX:[92285->90870]>, events=POLLIN}, {fd=4<anon_inode:[eventfd]>, events=POLLIN}, {fd=9<UNIX:[92317->92318]>, events=POLLIN}], 3, 499) = 1 ([{fd=3, revents=POLLIN}])
596 , 27887  lxpanel , recvmsg(3<UNIX:[92285->90870]>, {msg_name(0)=NULL, msg_iov(1)=[{"\4\1-\367K\273+\6%\2\0\0\370\0 \1\0\0\0\0M\0\327\2K\0,\1\0\0\1\0", 4096}], msg_controllen=0, msg_flags=0}, 0) = 32
597 , 27887  lxpanel , recvmsg(3<UNIX:[92285->90870]>, 0x7fffbdfab2f0, 0) = -1 EAGAIN (Resource temporarily unavailable)
598 , 27887  lxpanel , poll([{fd=3<UNIX:[92285->90870]>, events=POLLIN|POLLOUT}], 1, -1) = 1 ([{fd=3, revents=POLLOUT}])
599 , 27887  lxpanel , writev(3<UNIX:[92285->90870]>, [{"\22\0\7\0\370\0 \1>\1\0\0\6\0\0\0 \337 \1\1\0\0\0K\273+\6", 28}, {NULL, 0}, {"", 0}], 3) = 28
600 , 27887  lxpanel , recvmsg(3<UNIX:[92285->90870]>, {msg_name(0)=NULL, msg_iov(1)=[{"\34\0.\367\370\0 \1>\1\0\0P\273+\6\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0", 4096}], msg_controllen=0, msg_flags=0}, 0) = 32
601 , 27887  lxpanel , recvmsg(3<UNIX:[92285->90870]>, 0x7fffbdfab2d0, 0) = -1 EAGAIN (Resource temporarily unavailable)
602 , 27887  lxpanel , poll([{fd=3<UNIX:[92285->90870]>, events=POLLIN}, {fd=4<anon_inode:[eventfd]>, events=POLLIN}, {fd=9<UNIX:[92317->92318]>, events=POLLIN}], 3, 0) = 0 (Timeout)
603 , 27887  lxpanel , recvmsg(3<UNIX:[92285->90870]>, 0x7fffbdfab1f0, 0) = -1 EAGAIN (Resource temporarily unavailable)
604 , 27887  lxpanel , recvmsg(3<UNIX:[92285->90870]>, 0x7fffbdfab2d0, 0) = -1 EAGAIN (Resource temporarily unavailable)
605 , 27887  lxpanel , poll([{fd=3<UNIX:[92285->90870]>, events=POLLIN}, {fd=4<anon_inode:[eventfd]>, events=POLLIN}, {fd=9<UNIX:[92317->92318]>, events=POLLIN}], 3, 950) = 1 ([{fd=3, revents=POLLIN}])
606 , 27887  lxpanel , recvmsg(3<UNIX:[92285->90870]>, {msg_name(0)=NULL, msg_iov(1)=[{"\5\1.\367\32\274+\6%\2\0\0\370\0 \1\0\0\0\0M\0\327\2K\0,\1\0\1\1\0", 4096}], msg_controllen=0, msg_flags=0}, 0) = 32
607 , 27887  lxpanel , recvmsg(3<UNIX:[92285->90870]>, 0x7fffbdfab2f0, 0) = -1 EAGAIN (Resource temporarily unavailable)
608 , 27887  lxpanel , write(4<anon_inode:[eventfd]>, "\1\0\0\0\0\0\0\0", 8) = 8
609 , 27887  lxpanel , poll([{fd=3<UNIX:[92285->90870]>, events=POLLIN|POLLOUT}], 1, -1) = 1 ([{fd=3, revents=POLLOUT}])
610 , 27887  lxpanel , writev(3<UNIX:[92285->90870]>, [{"\2\0\4\0\36\0 \1\1\0\0\0\0\0\0\0\2\337\4\0o\0 \1\1\0\0\0\0\0\0\0\2\0\4\0U\0 \1\1\0\0\0\0\0\0\0\n\0"..., 156}, {NULL, 0}, {"", 0}], 3) = 156
611 , 27887  lxpanel , recvmsg(3<UNIX:[92285->90870]>, {msg_name(0)=NULL, msg_iov(1)=[{"\22\0002\367\370\0 \1\370\0 \1\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\22\0002\367%\2\0\0\370\0 \1\0\0\0\0\0\0"..., 4096}], msg_controllen=0, msg_flags=0}, 0) = 160
612 , 27887  lxpanel , recvmsg(3<UNIX:[92285->90870]>, 0x7fffbdfa9f60, 0) = -1 EAGAIN (Resource temporarily unavailable)
613 , 27887  lxpanel , write(4<anon_inode:[eventfd]>, "\1\0\0\0\0\0\0\0", 8) = 8
614 , 27887  lxpanel , poll([{fd=3<UNIX:[92285->90870]>, events=POLLIN|POLLOUT}], 1, -1) = 1 ([{fd=3, revents=POLLOUT}])
615 , 27887  lxpanel , writev(3<UNIX:[92285->90870]>, [{"+\0\1\0 \0\2\0\0\0\0\0", 12}, {NULL, 0}, {"", 0}], 3) = 12
616 , 27887  lxpanel , recvmsg(3<UNIX:[92285->90870]>, {msg_name(0)=NULL, msg_iov(1)=[{"\1\0028\367\0\0\0\0\4\0\340\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0", 4096}], msg_controllen=0, msg_flags=0}, 0) = 32
617 , 27887  lxpanel , recvmsg(3<UNIX:[92285->90870]>, 0x7fffbdfa9f70, 0) = -1 EAGAIN (Resource temporarily unavailable)
618 , 27887  lxpanel , poll([{fd=3<UNIX:[92285->90870]>, events=POLLIN|POLLOUT}], 1, -1) = 1 ([{fd=3, revents=POLLOUT}])
619 , 27887  lxpanel , writev(3<UNIX:[92285->90870]>, [{"\4\0\2\0'\337 \1+\0\1\0", 12}, {NULL, 0}, {"", 0}], 3) = 12
620 , 27887  lxpanel , poll([{fd=3<UNIX:[92285->90870]>, events=POLLIN}], 1, -1) = 1 ([{fd=3, revents=POLLIN}])
621 , 27887  lxpanel , recvmsg(3<UNIX:[92285->90870]>, {msg_name(0)=NULL, msg_iov(1)=[{"\22\0:\367'\337 \1'\337 \1\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\22\0:\367%\2\0\0'\337 \1\0\0\0\0\0\0"..., 4096}], msg_controllen=0, msg_flags=0}, 0) = 544
622 , 27887  lxpanel , recvmsg(3<UNIX:[92285->90870]>, 0x7fffbdfaacb0, 0) = -1 EAGAIN (Resource temporarily unavailable)
623 , 27887  lxpanel , pipe2([12<pipe:[194997]>, 14<pipe:[194997]>], 0) = 0
624 , 27887  lxpanel , pipe2([15<pipe:[194998]>, 16<pipe:[194998]>], 0) = 0
625 , 27887  lxpanel , clone(child_stack=0, flags=CLONE_CHILD_CLEARTID|CLONE_CHILD_SETTID|SIGCHLD, child_tidptr=0x7f09a8039cd0) = 58353
626 , 27887  lxpanel , close(14<pipe:[194997]>) = 0
627 , 27887  lxpanel , close(16<pipe:[194998]>) = 0
628 , 27887  lxpanel , wait4(58353, [{WIFEXITED(s) && WEXITSTATUS(s) == 0}], 0, NULL) = 58353
692 , 27887  lxpanel , --- SIGCHLD {si_signo=SIGCHLD, si_code=CLD_EXITED, si_pid=58353, si_uid=1000, si_status=0, si_utime=0, si_stime=0} ---
693 , 27887  lxpanel , read(12<pipe:[194997]>, "", 8) = 0
694 , 27887  lxpanel , read(15<pipe:[194998]>, "\362\343\0\0", 4) = 4
695 , 27887  lxpanel , read(15<pipe:[194998]>, "", 0) = 0
696 , 27887  lxpanel , close(12<pipe:[194997]>) = 0
697 , 27887  lxpanel , close(15<pipe:[194998]>) = 0
699 , 27887  lxpanel , write(8<anon_inode:[eventfd]>, "\1\0\0\0\0\0\0\0", 8) = 8
702 , 27887  lxpanel , futex(0x56340c29ceb0, FUTEX_WAKE_PRIVATE, 1) = 0
705 , 27887  lxpanel , futex(0x56340c29ceb0, FUTEX_WAIT_PRIVATE, 2, NULL) = 0
709 , 27887  lxpanel , futex(0x56340c29ceb0, FUTEX_WAKE_PRIVATE, 1) = 0
712 , 27887  lxpanel , clone(child_stack=0x7f098482dcf0, flags=CLONE_VM|CLONE_FS|CLONE_FILES|CLONE_SIGHAND|CLONE_THREAD|CLONE_SYSVSEM|CLONE_SETTLS|CLONE_PARENT_SETTID|CLONE_CHILD_CLEARTID, parent_tidptr=0x7f098482e9d0, tls=0x7f098482e700, child_tidptr=0x7f098482e9d0) = 58355
716 , 27887  lxpanel , poll([{fd=3<UNIX:[92285->90870]>, events=POLLIN}, {fd=4<anon_inode:[eventfd]>, events=POLLIN}, {fd=9<UNIX:[92317->92318]>, events=POLLIN}], 3, 0) = 1 ([{fd=4, revents=POLLIN}])
722 , 27887  lxpanel , futex(0x7f09a63f4608, FUTEX_WAIT_PRIVATE, 2, NULL) = -1 EAGAIN (Resource temporarily unavailable)
723 , 27887  lxpanel , futex(0x7f09a63f4608, FUTEX_WAKE_PRIVATE, 1) = 0
724 , 27887  lxpanel , poll([{fd=3<UNIX:[92285->90870]>, events=POLLIN}, {fd=4<anon_inode:[eventfd]>, events=POLLIN}, {fd=9<UNIX:[92317->92318]>, events=POLLIN}], 3, 0) = 1 ([{fd=4, revents=POLLIN}])
726 , 27887  lxpanel , read(4<anon_inode:[eventfd]>, "\2\0\0\0\0\0\0\0", 16) = 8
727 , 27887  lxpanel , poll([{fd=3<UNIX:[92285->90870]>, events=POLLIN}, {fd=4<anon_inode:[eventfd]>, events=POLLIN}, {fd=9<UNIX:[92317->92318]>, events=POLLIN}], 3, 0) = 0 (Timeout)
728 , 27887  lxpanel , read(4<anon_inode:[eventfd]>, 0x7fffbdfab480, 16) = -1 EAGAIN (Resource temporarily unavailable)
729 , 27887  lxpanel , poll([{fd=3<UNIX:[92285->90870]>, events=POLLIN}, {fd=4<anon_inode:[eventfd]>, events=POLLIN}, {fd=9<UNIX:[92317->92318]>, events=POLLIN}], 3, 0) = 0 (Timeout)
730 , 27887  lxpanel , poll([{fd=3<UNIX:[92285->90870]>, events=POLLIN}, {fd=4<anon_inode:[eventfd]>, events=POLLIN}, {fd=9<UNIX:[92317->92318]>, events=POLLIN}], 3, 0) = 0 (Timeout)
731 , 27887  lxpanel , poll([{fd=3<UNIX:[92285->90870]>, events=POLLIN}, {fd=4<anon_inode:[eventfd]>, events=POLLIN}, {fd=9<UNIX:[92317->92318]>, events=POLLIN}], 3, 0) = 0 (Timeout)
733 , 27887  lxpanel , poll([{fd=3<UNIX:[92285->90870]>, events=POLLIN}, {fd=4<anon_inode:[eventfd]>, events=POLLIN}, {fd=9<UNIX:[92317->92318]>, events=POLLIN}], 3, 0) = 0 (Timeout)
734 , 27887  lxpanel , poll([{fd=3<UNIX:[92285->90870]>, events=POLLIN}, {fd=4<anon_inode:[eventfd]>, events=POLLIN}, {fd=9<UNIX:[92317->92318]>, events=POLLIN}], 3, 0) = 0 (Timeout)
735 , 27887  lxpanel , poll([{fd=3<UNIX:[92285->90870]>, events=POLLIN}, {fd=4<anon_inode:[eventfd]>, events=POLLIN}, {fd=9<UNIX:[92317->92318]>, events=POLLIN}], 3, 0) = 0 (Timeout)
736 , 27887  lxpanel , poll([{fd=3<UNIX:[92285->90870]>, events=POLLIN}, {fd=4<anon_inode:[eventfd]>, events=POLLIN}, {fd=9<UNIX:[92317->92318]>, events=POLLIN}], 3, 0) = 0 (Timeout)
737 , 27887  lxpanel , write(4<anon_inode:[eventfd]>, "\1\0\0\0\0\0\0\0", 8) = 8
738 , 27887  lxpanel , poll([{fd=3<UNIX:[92285->90870]>, events=POLLIN|POLLOUT}], 1, -1) = 1 ([{fd=3, revents=POLLOUT}])
